station_name_ja,station_name_ko,wikidata_id,match_status,source
宮木,미야키역,Q991664,unique_korean_label,Wikidata CC0
宮野,미야노역,Q6884378,unique_korean_label,Wikidata CC0
弓ケ浜,유미가하마역,Q4207618,unique_korean_label,Wikidata CC0
弓削,유게역,Q8060347,unique_korean_label,Wikidata CC0
朽網,구사미역,Q5360727,unique_korean_label,Wikidata CC0
求名,구묘역,Q5353413,unique_korean_label,Wikidata CC0
球泉洞,규센도역,Q6453150,unique_korean_label,Wikidata CC0
笈川,오이카와역,Q7081260,unique_korean_label,Wikidata CC0
旧居留地・大丸前,큐쿄류치다이마루마에역,Q6453137,unique_korean_label,Wikidata CC0
旧白滝,규시라타키역,Q6453117,unique_korean_label,Wikidata CC0
牛ケ原,우시가하라역,Q3611209,unique_korean_label,Wikidata CC0
牛ノ谷,우시노야역,Q5359834,unique_korean_label,Wikidata CC0
牛久,우시쿠역,Q5363775,unique_korean_label,Wikidata CC0
牛久保,우시쿠보역,Q772016,unique_korean_label,Wikidata CC0
牛込神楽坂,우시고메카구라자카역,Q246195,unique_korean_label,Wikidata CC0
牛込柳町,우시고메야나기초역,Q247099,unique_korean_label,Wikidata CC0
牛山,우시야마역,Q7467513,unique_korean_label,Wikidata CC0
牛津,우시즈역,Q5358773,unique_korean_label,Wikidata CC0
牛島,우시노시마역,Q11570130,unique_korean_label,Wikidata CC0
牛浜,우시하마역,Q7901942,unique_korean_label,Wikidata CC0
居組,이구미역,Q899443,unique_korean_label,Wikidata CC0
居能,이노역,Q6061694,unique_korean_label,Wikidata CC0
魚崎,우오자키역,Q7897889,unique_korean_label,Wikidata CC0
魚住,우오즈미역,Q1042649,unique_korean_label,Wikidata CC0
魚沼丘陵,우오누마큐료역,Q128916,unique_korean_label,Wikidata CC0
魚沼中条,우오누마나카조역,Q7897886,unique_korean_label,Wikidata CC0
魚津,우오즈역,Q5359637,unique_korean_label,Wikidata CC0
京ケ瀬,교가세역,Q6453024,unique_korean_label,Wikidata CC0
京王よみうりランド,게이오 요미우리 랜드역,Q4251055,unique_korean_label,Wikidata CC0
京王稲田堤,게이오 이나다즈쓰미역,Q4251057,unique_korean_label,Wikidata CC0
京王多摩川,게이오 다마가와역,Q4251058,unique_korean_label,Wikidata CC0
京王八王子,게이오 하치오지역,Q906143,unique_korean_label,Wikidata CC0
京王片倉,게이오 가타쿠라역,Q4251056,unique_korean_label,Wikidata CC0
京王堀之内,게이오 호리노우치역,Q269149,unique_korean_label,Wikidata CC0
京急蒲田,게이큐 가마타역,Q841552,unique_korean_label,Wikidata CC0
京急久里浜,게이큐 구리하마역,Q6383706,unique_korean_label,Wikidata CC0
京急新子安,게이큐 신코야스역,Q6383710,unique_korean_label,Wikidata CC0
京急川崎,게이큐 가와사키역,Q6383705,unique_korean_label,Wikidata CC0
京急大津,게이큐 오쓰역,Q5370884,unique_korean_label,Wikidata CC0
京急長沢,게이큐 나가사와역,Q6383708,unique_korean_label,Wikidata CC0
京急鶴見,게이큐 쓰루미역,Q5366409,unique_korean_label,Wikidata CC0
京急田浦,게이큐 다우라역,Q6383711,unique_korean_label,Wikidata CC0
京急東神奈川,게이큐 히가시카나가와역,Q6960205,unique_korean_label,Wikidata CC0
京急富岡,게이큐 도미오카역,Q12060974,unique_korean_label,Wikidata CC0
京橋,교바시역,Q1073400,unique_korean_label,Wikidata CC0
京口,교구치역,Q6453036,unique_korean_label,Wikidata CC0
京阪山科,게이한야마시나역,Q11375846,unique_korean_label,Wikidata CC0
京阪石山,게이한이시야마역,Q11375858,unique_korean_label,Wikidata CC0
京阪膳所,게이한제제역,Q11375864,unique_korean_label,Wikidata CC0
京阪大津京,오지야마 역,Q8081539,unique_korean_label,Wikidata CC0
京終,교바테역,Q3655910,unique_korean_label,Wikidata CC0
京成稲毛,게이세이이나게역,Q11374398,unique_korean_label,Wikidata CC0
京成臼井,게이세이우스이역,Q6383832,unique_korean_label,Wikidata CC0
京成曳舟,게이세이 히키후네역,Q5366562,unique_korean_label,Wikidata CC0
京成関屋,게이세이세키야역,Q6383849,unique_korean_label,Wikidata CC0
京成金町,게이세이카나마치역,Q6383841,unique_korean_label,Wikidata CC0
京成高砂,게이세이 다카사고역,Q4162460,unique_korean_label,Wikidata CC0
京成佐倉,게이세이사쿠라역,Q4502033,unique_korean_label,Wikidata CC0
京成酒々井,게이세이시스이역,Q6383847,unique_korean_label,Wikidata CC0
京成小岩,게이세이코이와역,Q6383844,unique_korean_label,Wikidata CC0
京成上野,게이세이우에노역,Q907059,unique_korean_label,Wikidata CC0
京成成田,게이세이나리타역,Q4502163,unique_korean_label,Wikidata CC0
京成西船,게이세이니시후나역,Q6383831,unique_korean_label,Wikidata CC0
京成千葉,게이세이 지바역,Q6383838,unique_korean_label,Wikidata CC0
京成船橋,게이세이후나바시역,Q841409,unique_korean_label,Wikidata CC0
京成大久保,게이세이오쿠보역,Q6383851,unique_korean_label,Wikidata CC0
京成大和田,게이세이오와다역,Q6383852,unique_korean_label,Wikidata CC0
京成中山,게이세이나카야마역,Q6383846,unique_korean_label,Wikidata CC0
京成津田沼,게이세이쓰다누마역,Q4389595,unique_korean_label,Wikidata CC0
京成八幡,게이세이야와타역,Q4502328,unique_korean_label,Wikidata CC0
京成幕張,게이세이마쿠하리역,Q6383845,unique_korean_label,Wikidata CC0
京成立石,게이세이 다테이시역,Q5366765,unique_korean_label,Wikidata CC0
京町温泉,교마치온센역,Q6453068,unique_korean_label,Wikidata CC0
京田辺,교타나베역,Q855813,unique_korean_label,Wikidata CC0
京都,교토역,Q801046,unique_korean_label,Wikidata CC0
京都河原町,가와라마치 역,Q2085248,unique_korean_label,Wikidata CC0
京都市役所前,교토시야쿠쇼마에역,Q2210666,unique_korean_label,Wikidata CC0
京都精華大前,교토세이카다이마에역,Q27298,unique_korean_label,Wikidata CC0
競馬場前,게이바조마에 역,Q6383560,unique_korean_label,Wikidata CC0
共和,교와역,Q871778,unique_korean_label,Wikidata CC0
境港,사카이미나토역,Q7402786,unique_korean_label,Wikidata CC0
境町,사카이마치역,Q258709,unique_korean_label,Wikidata CC0
強羅,고라역,Q997926,unique_korean_label,Wikidata CC0
教育大前,교이쿠다이마에역,Q5359543,unique_korean_label,Wikidata CC0
教会前,교카이마에역,Q6453053,unique_korean_label,Wikidata CC0
橋本,하시모토역,Q800895,unique_korean_label,Wikidata CC0
狭間,하자마역,Q4494570,unique_korean_label,Wikidata CC0
狭山,사야마역,Q7429106,unique_korean_label,Wikidata CC0
狭山ヶ丘,사야마가오카역,Q7429111,unique_korean_label,Wikidata CC0
狭山市,사야마시역,Q7429114,unique_korean_label,Wikidata CC0
興戸,고도역,Q6455096,unique_korean_label,Wikidata CC0
興津,오키쓰역,Q1046905,unique_korean_label,Wikidata CC0
郷原,고바라역,Q5627747,unique_korean_label,Wikidata CC0
郷戸,고도역,Q5627751,unique_korean_label,Wikidata CC0
郷沢,고사와역,Q5627759,unique_korean_label,Wikidata CC0
鏡石,가가미이시역,Q874040,unique_korean_label,Wikidata CC0
極楽橋,고쿠라쿠바시역,Q5578128,unique_korean_label,Wikidata CC0
極楽寺,고쿠라쿠지역,Q858997,unique_korean_label,Wikidata CC0
玉ノ井,다마노이역,Q7680699,unique_korean_label,Wikidata CC0
玉戸,다마도역,Q7680526,unique_korean_label,Wikidata CC0
玉江,다마에역,Q7680527,unique_korean_label,Wikidata CC0
玉手,다마데역,Q3611507,unique_korean_label,Wikidata CC0
玉出,다마데역,Q125822,unique_korean_label,Wikidata CC0
玉水,다마미즈역,Q1049014,unique_korean_label_catalog,Wikidata CC0
玉川,다마가와역,Q126069,unique_korean_label,Wikidata CC0
玉川学園前,다마가와가쿠엔마에역,Q7680544,unique_korean_label,Wikidata CC0
玉川上水,다마가와조스이역,Q842489,unique_korean_label,Wikidata CC0
玉川村,다마가와무라역,Q7680541,unique_korean_label,Wikidata CC0
玉造,다마쓰쿠리역,Q1131039,unique_korean_label,Wikidata CC0
玉造温泉,다마쓰쿠리온센역,Q3611066,unique_korean_label,Wikidata CC0
玉村,다마무라역,Q7680610,unique_korean_label,Wikidata CC0
玉之江,다마노에역,Q875851,unique_korean_label,Wikidata CC0
玉柏,다마가시역,Q7680532,unique_korean_label,Wikidata CC0
玉名,다마나역,Q872970,unique_korean_label,Wikidata CC0
玉野,다마노역,Q7680698,unique_korean_label,Wikidata CC0
玉淀,다마요도역,Q7680980,unique_korean_label,Wikidata CC0
玉来,다마라이역,Q7680877,unique_korean_label,Wikidata CC0
桐原,기리하라역,Q6415154,unique_korean_label,Wikidata CC0
桐生,기류역,Q6416343,unique_korean_label,Wikidata CC0
錦,니시키역,Q7040593,unique_korean_label,Wikidata CC0
錦岡,니시키오카역,Q7040602,unique_korean_label,Wikidata CC0
錦江,긴코역,Q5357318,unique_korean_label,Wikidata CC0
錦糸町,긴시초역,Q801017,unique_korean_label,Wikidata CC0
欽明路,긴메이지역,Q6410169,unique_korean_label,Wikidata CC0
琴似,고토니역,Q859789,unique_korean_label,Wikidata CC0
琴芝,고토시바역,Q6434203,unique_korean_label,Wikidata CC0
琴電屋島,고토덴야시마역,Q11573813,unique_korean_label,Wikidata CC0
琴電琴平,고토덴코토히라역,Q11573814,unique_korean_label,Wikidata CC0
琴電志度,고토덴시도역,Q11573812,unique_korean_label,Wikidata CC0
琴平,고토히라역,Q899906,unique_korean_label,Wikidata CC0
襟野々,에리노노역,Q5389283,unique_korean_label,Wikidata CC0
近永,지카나가역,Q4388236,unique_korean_label,Wikidata CC0
近江塩津,오미시오쓰역,Q3611081,unique_korean_label,Wikidata CC0
近江高島,오미타카시마역,Q5363194,unique_korean_label,Wikidata CC0
近江今津,오미이마즈역,Q1590429,unique_korean_label,Wikidata CC0
近江神宮前,오미진구마에역,Q8081616,unique_korean_label,Wikidata CC0
近江中庄,오미나카쇼역,Q5364773,unique_korean_label,Wikidata CC0
近江長岡,오미나가오카역,Q872483,unique_korean_label,Wikidata CC0
近江八幡,오미하치만역,Q1042782,unique_korean_label,Wikidata CC0
近江舞子,오미마이코역,Q5363235,unique_korean_label,Wikidata CC0
近川,지카가와역,Q5097352,unique_korean_label,Wikidata CC0
近津,지카쓰역,Q5097397,unique_korean_label,Wikidata CC0
近鉄下田,긴테쓰시모다역,Q6414373,unique_korean_label,Wikidata CC0
近鉄蟹江,긴테쓰카니에역,Q6414364,unique_korean_label,Wikidata CC0
近鉄宮津,긴테쓰미야즈역,Q257964,unique_korean_label,Wikidata CC0
近鉄郡山,긴테쓰코리야마역,Q6414349,unique_korean_label,Wikidata CC0
近鉄御所,긴테쓰고세역,Q11639107,unique_korean_label,Wikidata CC0
近鉄四日市,긴테쓰욧카이치역,Q6414379,unique_korean_label,Wikidata CC0
近鉄新庄,긴테쓰신조역,Q6414374,unique_korean_label,Wikidata CC0
近鉄丹波橋,긴테쓰탄바바시역,Q268864,unique_korean_label,Wikidata CC0
近鉄長島,긴테쓰나가시마역,Q6414367,unique_korean_label,Wikidata CC0
近鉄奈良,긴테쓰나라역,Q6414371,unique_korean_label,Wikidata CC0
近鉄日本橋,긴테쓰닛폰바시역,Q6414369,unique_korean_label,Wikidata CC0
近鉄八田,긴테쓰핫타역,Q6414362,unique_korean_label,Wikidata CC0
近鉄八尾,긴테쓰야오역,Q6414378,unique_korean_label,Wikidata CC0
近鉄富田,긴테쓰토미다역,Q2913531,unique_korean_label,Wikidata CC0
近鉄名古屋,긴테쓰나고야역,Q1109915,unique_korean_label,Wikidata CC0
近鉄弥富,긴테쓰야토미역,Q2913536,unique_korean_label,Wikidata CC0
近田,지카타역,Q5097393,unique_korean_label,Wikidata CC0
近文,지카부미역,Q876953,unique_korean_label,Wikidata CC0
金ケ崎,가네가사키역,Q899678,unique_korean_label,Wikidata CC0
金華,진화 역,Q6120290,unique_korean_label,Wikidata CC0
金丸,가네마루역,Q11646313,unique_korean_label,Wikidata CC0
金橋,가나하시역,Q5362037,unique_korean_label,Wikidata CC0
金光,곤코역,Q5358738,unique_korean_label,Wikidata CC0
金剛,곤고역,Q6429296,unique_korean_label,Wikidata CC0
金子,가네코역,Q844340,unique_korean_label,Wikidata CC0
金手,가넨테역,Q6362011,unique_korean_label,Wikidata CC0
金城ふ頭,긴조후토역,Q5368904,unique_korean_label,Wikidata CC0
金石原,가나이시하라역,Q6360326,unique_korean_label,Wikidata CC0
金蔵寺,곤조지역,Q900601,unique_korean_label,Wikidata CC0
金沢,가나자와역,Q1136378,unique_korean_label,Wikidata CC0
金沢八景,가나자와핫케이역,Q6360870,unique_korean_label,Wikidata CC0
金沢文庫,가나자와분코역,Q6360872,unique_korean_label,Wikidata CC0
金谷川,가나야가와역,Q874004,unique_korean_label,Wikidata CC0
金谷沢,가나야사와역,Q6360862,unique_korean_label,Wikidata CC0
金町,가나마치역,Q1952878,unique_korean_label,Wikidata CC0
金塚,가나즈카역,Q6360909,unique_korean_label,Wikidata CC0
金比羅前,곤피라마에역,Q8190757,unique_korean_label,Wikidata CC0
金浜,가네하마역,Q6543331,unique_korean_label,Wikidata CC0
銀座,긴자역,Q602372,unique_korean_label,Wikidata CC0
銀座一丁目,긴자 1초메 역,Q331185,unique_korean_label,Wikidata CC0
銀山,긴잔역,Q861896,unique_korean_label,Wikidata CC0
銀水,긴스이역,Q5359531,unique_korean_label,Wikidata CC0
九鬼,구키역,Q5357746,unique_korean_label,Wikidata CC0
九産大前,규산다이마에역,Q5359410,unique_korean_label,Wikidata CC0
九州工大前,규슈코다이마에역,Q5360085,unique_korean_label,Wikidata CC0
九重,고코노에역,Q553860,unique_korean_label,Wikidata CC0
九条,구조역,Q1132633,unique_korean_label,Wikidata CC0
九大学研都市,규다이갓켄토시역,Q5368909,unique_korean_label,Wikidata CC0
九段下,구단시타역,Q76899,unique_korean_label,Wikidata CC0
九度山,구도야마역,Q289187,unique_korean_label,Wikidata CC0
九頭竜湖,구즈류코역,Q3611337,unique_korean_label,Wikidata CC0
九品仏,구혼부쓰역,Q6442177,unique_korean_label,Wikidata CC0
九郎原,구로바루역,Q6447695,unique_korean_label,Wikidata CC0
倶知安,굿찬역,Q848139,unique_korean_label,Wikidata CC0
倶利伽羅,구리카라역,Q5360002,unique_korean_label,Wikidata CC0
区界,구자카이역,Q6449153,unique_korean_label,Wikidata CC0
玖珂,구가역,Q6441933,unique_korean_label,Wikidata CC0
玖村,구무라역,Q6444088,unique_korean_label,Wikidata CC0
玖波,구바역,Q5358433,unique_korean_label,Wikidata CC0
苦楽園口,쿠라쿠엔구치 역,Q6445543,unique_korean_label,Wikidata CC0
苦竹,니가타케역,Q7032190,unique_korean_label,Wikidata CC0
駒ヶ岳,고마가타케역,Q864617,unique_korean_label,Wikidata CC0
駒ケ根,고마가네역,Q989953,unique_korean_label,Wikidata CC0
駒ヶ谷,고마가타니역,Q6428062,unique_korean_label,Wikidata CC0
駒ヶ林,고마가바야시역,Q6428051,unique_korean_label,Wikidata CC0
駒ケ嶺,고마가미네역,Q6428053,unique_korean_label,Wikidata CC0
駒形,고마가타역,Q6428058,unique_korean_label,Wikidata CC0
駒込,고마고메역,Q801032,unique_korean_label,Wikidata CC0
駒場東大前,고마바토다이마에역,Q4229113,unique_korean_label,Wikidata CC0
駒川中野,고마가와나카노역,Q135198,unique_korean_label,Wikidata CC0
駒沢大学,고마자와 대학역,Q6428224,unique_korean_label,Wikidata CC0
駒鳴,고마나키역,Q6428109,unique_korean_label,Wikidata CC0
駒野,고마노역,Q6428125,unique_korean_label,Wikidata CC0
空港第2ビル,공항 제2빌딩역,Q841454,unique_korean_label,Wikidata CC0
空港通り,구코도리역,Q11597483,unique_korean_label,Wikidata CC0
隅田,스다역,Q3557713,unique_korean_label,Wikidata CC0
串,구시역,Q899182,unique_korean_label,Wikidata CC0
串間,구시마역,Q6447950,unique_korean_label,Wikidata CC0
串本,구시모토역,Q2682092,unique_korean_label,Wikidata CC0
串木野,구시키노역,Q5297573,unique_korean_label,Wikidata CC0
櫛ケ浜,구시가하마역,Q5357953,unique_korean_label,Wikidata CC0
櫛原,구시와라역,Q11544663,unique_korean_label,Wikidata CC0
櫛田,구시다역,Q1710084,unique_korean_label,Wikidata CC0
櫛田神社前,구시다진자마에역,Q107395376,unique_korean_label,Wikidata CC0
釧路,구시로역,Q1073704,unique_korean_label,Wikidata CC0
釧路湿原,구시로시쓰겐역,Q848124,unique_korean_label,Wikidata CC0
沓掛,구쓰카케역,Q1447283,unique_korean_label,Wikidata CC0
窪川,구보카와역,Q6441296,unique_korean_label,Wikidata CC0
熊ケ根,구마가네역,Q6443373,unique_korean_label,Wikidata CC0
熊崎,구마사키역,Q5358533,unique_korean_label,Wikidata CC0
熊山,구마야마역,Q5360774,unique_korean_label,Wikidata CC0
熊取,구마토리역,Q857013,unique_korean_label,Wikidata CC0
熊谷,구마가야역,Q735594,unique_korean_label,Wikidata CC0
熊本,구마모토역,Q969324,unique_korean_label,Wikidata CC0
熊野市,구마노시역,Q5357377,unique_korean_label,Wikidata CC0
熊野前,구마노마에역,Q6443453,unique_korean_label,Wikidata CC0
隈之城,구마노조역,Q5297757,unique_korean_label,Wikidata CC0
栗丘,구리오카역,Q6446065,unique_korean_label,Wikidata CC0
栗橋,구리하시역,Q846796,unique_korean_label,Wikidata CC0
栗熊,구리쿠마역,Q11536023,unique_korean_label,Wikidata CC0
栗山,구리야마역,Q6446103,unique_korean_label,Wikidata CC0
栗沢,구리사와역,Q6446072,unique_korean_label,Wikidata CC0
栗東,릿토역,Q1042673,unique_korean_label,Wikidata CC0
栗平,구리히라역,Q4248427,unique_korean_label,Wikidata CC0
栗野,구리노역,Q5375458,unique_korean_label,Wikidata CC0
栗林,리쓰린역,Q7336803,unique_korean_label,Wikidata CC0
栗林公園,리쓰린코엔역,Q11535990,unique_korean_label,Wikidata CC0
栗林公園北口,리쓰린코엔기타구치역,Q7336802,unique_korean_label,Wikidata CC0
桑園,소엔역,Q589441,unique_korean_label,Wikidata CC0
桑折,고오리역,Q873996,unique_korean_label,Wikidata CC0
桑川,구와가와역,Q6448806,unique_korean_label,Wikidata CC0
桑名,구와나역,Q5359101,unique_korean_label,Wikidata CC0
桑名川,구와나가와역,Q6449053,unique_korean_label,Wikidata CC0
桑野,구와노역,Q6449058,unique_korean_label,Wikidata CC0
君津,기미쓰역,Q575422,unique_korean_label,Wikidata CC0
群馬原町,군마하라마치역,Q5618867,unique_korean_label,Wikidata CC0
群馬総社,군마소자역,Q1705804,unique_korean_label,Wikidata CC0
群馬大津,군마오쓰역,Q5618868,unique_korean_label,Wikidata CC0
群馬藤岡,군마후지오카역,Q845730,unique_korean_label,Wikidata CC0
群馬八幡,군마야와타역,Q899937,unique_korean_label,Wikidata CC0
軍畑,이쿠사바타역,Q8013549,unique_korean_label,Wikidata CC0
郡家,고게역,Q6455118,unique_korean_label,Wikidata CC0
郡元,고리모토역,Q869329,unique_korean_label,Wikidata CC0
郡山,고리야마역,Q856526,unique_korean_label,Wikidata CC0
郡山富田,고리야마토미타역,Q20973651,unique_korean_label,Wikidata CC0
郡津,고즈역,Q6455350,unique_korean_label,Wikidata CC0
刑部,오사카베역,Q7105635,unique_korean_label,Wikidata CC0
兄畑,아니하타역,Q4764591,unique_korean_label,Wikidata CC0
形原,가타하라역,Q6375002,unique_korean_label,Wikidata CC0
恵み野,메구미노역,Q59340,unique_korean_label,Wikidata CC0
恵我ノ荘,에가노쇼역,Q5347687,unique_korean_label,Wikidata CC0
恵庭,에니와역,Q59452,unique_korean_label,Wikidata CC0
恵那,에나역,Q870596,unique_korean_label,Wikidata CC0
恵比寿,에비스역,Q800715,unique_korean_label,Wikidata CC0
恵比須,에비스역,Q5331870,unique_korean_label,Wikidata CC0
恵比島,에비시마역,Q5331866,unique_korean_label,Wikidata CC0
恵美須町,에비스초역,Q2066656,unique_korean_label,Wikidata CC0
恵良,에라역,Q5384789,unique_korean_label,Wikidata CC0
敬川,우야가와역,Q7904087,unique_korean_label,Wikidata CC0
桂,가쓰라역,Q944556,unique_korean_label,Wikidata CC0
桂根,가쓰라네역,Q6378186,unique_korean_label,Wikidata CC0
桂川,가쓰라가와역,Q1071814,unique_korean_label_catalog,Wikidata CC0
桂台,가쓰라다이역,Q6378181,unique_korean_label,Wikidata CC0
畦野,우네노역,Q7884223,unique_korean_label,Wikidata CC0
経塚,교즈카역,Q11606414,unique_korean_label,Wikidata CC0
経堂,교도역,Q4251372,unique_korean_label,Wikidata CC0
蛍池,호타루가이케역,Q3969799,unique_korean_label,Wikidata CC0
計算科学センター,게이산카가쿠센터역,Q11374187,unique_korean_label,Wikidata CC0
計石,하카리이시역,Q5640348,unique_korean_label,Wikidata CC0
軽井沢,가루이자와역,Q1064215,unique_korean_label,Wikidata CC0
芸大通,게이다이도리역,Q861781,unique_korean_label,Wikidata CC0
鯨波,구지라나미역,Q4348283,unique_korean_label,Wikidata CC0
穴山,아나야마역,Q4752462,unique_korean_label,Wikidata CC0
穴守稲荷,아나모리이나리역,Q4751212,unique_korean_label,Wikidata CC0
穴吹,아나부키역,Q4750609,unique_korean_label,Wikidata CC0
穴水,아나미즈역,Q4751203,unique_korean_label,Wikidata CC0
穴川,아나가와역,Q4750826,unique_korean_label,Wikidata CC0
穴太,아노역,Q4778548,unique_korean_label,Wikidata CC0
穴部,아나베역,Q4750577,unique_korean_label,Wikidata CC0
結崎,유자키역,Q8062793,unique_korean_label,Wikidata CC0
結城,유키역,Q8062742,unique_korean_label,Wikidata CC0
月ヶ岡,쓰키가오카역,Q7850058,unique_korean_label,Wikidata CC0
月ケ瀬口,쓰키가세구치역,Q7850061,unique_korean_label,Wikidata CC0
月岡,쓰키오카역,Q7850078,unique_korean_label,Wikidata CC0
月寒中央,쓰키사무추오역,Q3563606,unique_korean_label,Wikidata CC0
月見山,쓰키미야마역,Q7850075,unique_korean_label,Wikidata CC0
月江寺,겟코지역,Q5530322,unique_korean_label,Wikidata CC0
月田,쓰키다역,Q3611185,unique_korean_label,Wikidata CC0
月島,쓰키시마역,Q112337,unique_korean_label,Wikidata CC0
剣吉,겐요시역,Q5357122,unique_korean_label,Wikidata CC0
剣淵,겐부치역,Q901066,unique_korean_label,Wikidata CC0
堅下,가타시모역,Q6375272,unique_korean_label,Wikidata CC0
堅田,가타타역,Q5363573,unique_korean_label,Wikidata CC0
建部,다케베역,Q7677955,unique_korean_label,Wikidata CC0
検見川,게미가와역,Q6386953,unique_korean_label,Wikidata CC0
検見川浜,게미가와하마역,Q2493887,unique_korean_label,Wikidata CC0
権現前,곤겐마에역,Q5581741,unique_korean_label,Wikidata CC0
犬山,이누야마역,Q6059394,unique_korean_label,Wikidata CC0
犬山口,이누야마구치역,Q6059399,unique_korean_label,Wikidata CC0
犬山遊園,이누야마유엔역,Q6059388,unique_korean_label,Wikidata CC0
犬飼,이누카이역,Q6059273,unique_korean_label,Wikidata CC0
犬川,이누카와역,Q6059280,unique_korean_label,Wikidata CC0
犬塚,이누즈카역,Q11571193,unique_korean_label,Wikidata CC0
研究学園,겐큐가쿠엔 역,Q5366720,unique_korean_label,Wikidata CC0
絹延橋,기누노베바시역,Q6414428,unique_korean_label,Wikidata CC0
県,아가타역,Q4691472,unique_korean_label,Wikidata CC0
県総合運動場,겐소고운도조 역,Q6387205,unique_korean_label,Wikidata CC0
県立大学,겐리쓰다이가쿠역,Q6391354,unique_korean_label,Wikidata CC0
見沼代親水公園,미누마다이신스이코엔역,Q6869774,unique_korean_label,Wikidata CC0
見能林,미노바야시역,Q6868933,unique_korean_label,Wikidata CC0
見附,미쓰케역,Q6883273,unique_korean_label,Wikidata CC0
見老津,미로즈역,Q2748587,unique_korean_label,Wikidata CC0
賢島,가시코지마역,Q6374294,unique_korean_label,Wikidata CC0
元加治,모토카지역,Q6918030,unique_korean_label,Wikidata CC0
元山上口,모토산조구치역,Q6918516,unique_korean_label,Wikidata CC0
元住吉,모토스미요시역,Q7937375,unique_korean_label,Wikidata CC0
元善光寺,모토젠코지역,Q986402,unique_korean_label,Wikidata CC0
元町,모토마치역,Q59520,unique_korean_label,Wikidata CC0
元町・中華街,모토마치·주카가이역,Q995359,unique_korean_label,Wikidata CC0
元田中,모토타나카역,Q6918534,unique_korean_label,Wikidata CC0
原,하라역,Q1652802,unique_korean_label,Wikidata CC0
原ノ町,하라노마치역,Q5654173,unique_korean_label,Wikidata CC0
原向,하라무코역,Q5654104,unique_korean_label,Wikidata CC0
原市,하라이치역,Q11284211,unique_korean_label,Wikidata CC0
原宿,하라주쿠역,Q800894,unique_korean_label,Wikidata CC0
原水,하라미즈역,Q5654093,unique_korean_label,Wikidata CC0
原生花園,겐세이카엔역,Q5533564,unique_korean_label,Wikidata CC0
原町,하루마치역,Q5675782,unique_korean_label,Wikidata CC0
原当麻,하라타이마역,Q5654301,unique_korean_label,Wikidata CC0
原木,바라키역,Q4858278,unique_korean_label,Wikidata CC0
原木中山,바라키나카야마역,Q128808,unique_korean_label,Wikidata CC0
原野,하라노역,Q5359519,unique_korean_label,Wikidata CC0
厳木,규라기역,Q6453144,unique_korean_label,Wikidata CC0
源道寺,겐도지역,Q5356028,unique_korean_label,Wikidata CC0
玄武洞,겐부도역,Q871678,unique_korean_label,Wikidata CC0
現川,우쓰쓰가와역,Q5355514,unique_korean_label,Wikidata CC0
古井,고비역,Q5358523,unique_korean_label,Wikidata CC0
古河,고가역,Q861558,unique_korean_label,Wikidata CC0
古賀,고가역,Q5359651,unique_korean_label,Wikidata CC0
古賀茶屋,고간차야역,Q11411698,unique_korean_label,Wikidata CC0
古間,후루마역,Q5355756,unique_korean_label,Wikidata CC0
古館,후루다테역,Q899716,unique_korean_label,Wikidata CC0
古虎渓,고코케이역,Q5359303,unique_korean_label,Wikidata CC0
古口,후루쿠치역,Q5509803,unique_korean_label,Wikidata CC0
古高松,후루타카마쓰역,Q11411770,unique_korean_label,Wikidata CC0
古高松南,후루타카마쓰미나미역,Q5509828,unique_korean_label,Wikidata CC0
古国府,후루고역,Q5509791,unique_korean_label,Wikidata CC0
古座,고자역,Q2681936,unique_korean_label,Wikidata CC0
古山,후루산역,Q5509812,unique_korean_label,Wikidata CC0
古市,후루이치역,Q5509795,unique_korean_label,Wikidata CC0
古市橋,후루이치바시역,Q5509799,unique_korean_label,Wikidata CC0
古瀬,후루세역,Q899403,unique_korean_label,Wikidata CC0
古川,후루카와역,Q1136520,unique_korean_label,Wikidata CC0
古川橋,후루카와바시역,Q1027543,unique_korean_label,Wikidata CC0
古津,후루쓰역,Q5509827,unique_korean_label,Wikidata CC0
古島,후루지마역,Q7484332,unique_korean_label,Wikidata CC0
古淵,고부치역,Q844706,unique_korean_label,Wikidata CC0
古里,고리역,Q844141,unique_korean_label,Wikidata CC0
呼人,요비토역,Q8054236,unique_korean_label,Wikidata CC0
呼続,요비쓰기역,Q8054232,unique_korean_label,Wikidata CC0
呼野,요부노역,Q5360267,unique_korean_label,Wikidata CC0
戸越,도고시역,Q1040884,unique_korean_label,Wikidata CC0
戸越銀座,도고시긴자역,Q11496630,unique_korean_label,Wikidata CC0
戸越公園,도고시 공원역,Q999134,unique_korean_label,Wikidata CC0
戸坂,헤사카역,Q5745295,unique_korean_label,Wikidata CC0
戸手,도데역,Q7812762,unique_korean_label,Wikidata CC0
戸狩野沢温泉,도가리노자와온센역,Q7813041,unique_korean_label,Wikidata CC0
戸出,도이데역,Q7813344,unique_korean_label,Wikidata CC0
戸倉,도구라 역,Q11496243,unique_korean_label,Wikidata CC0
戸塚,도쓰카역,Q801522,unique_korean_label,Wikidata CC0
戸塚安行,도즈카안교역,Q5369332,unique_korean_label,Wikidata CC0
戸田公園,도다코엔역,Q844571,unique_korean_label,Wikidata CC0
戸田小浜,도다코하마역,Q7812125,unique_korean_label,Wikidata CC0
